course_code,subject,term_value,term_text,scrape_timestamp,enrollment,capacity,seats_open,course_title,distribution_area,status
EAS 211,EAS,1252,24-25 Fall,2025-08-01T17:11:38.909798,30.0,30.0,0.0,Manga: Visual Culture in ModernJapan,LA,Closed
EAS 218,EAS,1252,24-25 Fall,2025-08-01T17:11:38.909852,16.0,20.0,4.0,The Origins of Japanese Culture and Civilization: A History of Japan until1600,HA,
EAS 280,EAS,1252,24-25 Fall,2025-08-01T17:11:38.909906,45.0,60.0,15.0,Nomadic Empires: From the Scythian Confederation to the MongolConquest,HA,
EAS 300,EAS,1252,24-25 Fall,2025-08-01T17:11:38.909960,2.0,20.0,18.0,JuniorSeminar,,
EAS 306,EAS,1252,24-25 Fall,2025-08-01T17:11:38.910013,7.0,18.0,11.0,Gender and Genre in JapaneseCinema,LA,
EAS 333,EAS,1252,24-25 Fall,2025-08-01T17:11:38.910067,5.0,18.0,13.0,Poetry in Chinese Film andMedia,LA,
EAS 344,EAS,1252,24-25 Fall,2025-08-01T17:11:38.910120,8.0,15.0,7.0,Postwar Japanese Narrative: Modern toPostmodern,LA,
EAS 345,EAS,1252,24-25 Fall,2025-08-01T17:11:38.910174,25.0,50.0,25.0,"A Monster History of Japan, from Kojiki toGodzilla",HA,
EAS 350,EAS,1252,24-25 Fall,2025-08-01T17:11:38.910228,24.0,30.0,6.0,Moving Images: Contemporary Asian AmericanCinema,CD,
EAS 372,EAS,1252,24-25 Fall,2025-08-01T17:11:38.910281,17.0,17.0,0.0,Strange KoreanFamilies,EM,Closed
EAS 419,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863033,8.0,20.0,12.0,"Feminist Pedagogies in Modern Trans-East Asia: History, Theory andPractice",CD or SA,
EAS 504,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863105,7.0,15.0,8.0,Early China: The Shangshu and the Origins of Chinese PoliticalPhilosophy,,
EAS 527,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863161,0.0,0.0,0.0,"Japanese Philosophy: A Modern History,1600-1945",,Canceled
EAS 538,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863216,0.0,0.0,0.0,Literary Sinitic and TransnationalLiteratures,,Canceled
EAS 542,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863270,2.0,10.0,8.0,Modern JapaneseProse,,
EAS 568,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863324,6.0,15.0,9.0,Readings in Ancient and Medieval JapaneseHistory,,
EAS 580,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863377,1.0,10.0,9.0,"Script Theories: Korea, East Asia, andBeyond",,
EAS 588,EAS,1252,24-25 Fall,2025-08-01T17:12:00.863431,8.0,16.0,8.0,The Chinese Erotic Novel: Jin PingMei,,
ECE 115,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863486,42.0,40.0,-2.0,Introduction to Computing: Programming AutonomousVehicles,,Closed
ECE 206,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863541,104.0,175.0,71.0,Contemporary LogicDesign,SEL,
ECE 297,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863598,10.0,20.0,10.0,Sophomore IndependentWork,,
ECE 302,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863650,88.0,92.0,4.0,Robotic and Autonomous SystemsLab,,
ECE 308,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863704,23.0,40.0,17.0,Electronic and PhotonicDevices,SEL,
ECE 364,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863758,31.0,60.0,29.0,Machine Learning for Predictive DataAnalytics,,
ECE 396,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863812,52.0,85.0,33.0,Introduction to QuantumComputing,,
ECE 397,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863866,16.0,20.0,4.0,Junior IndependentWork,,
ECE 434,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863917,0.0,0.0,0.0,Theoretical MachineLearning,,Canceled
ECE 435,ECE,1252,24-25 Fall,2025-08-01T17:12:00.863970,50.0,65.0,15.0,Machine Learning and PatternRecognition,,
ECE 441,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864023,8.0,40.0,32.0,Solid-State PhysicsI,,
ECE 445,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864077,20.0,40.0,20.0,Solid-State ElectronicDevices,,
ECE 453,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864130,18.0,45.0,27.0,Optical and QuantumElectronics,,
ECE 458,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864185,9.0,50.0,41.0,Photonics and Light WaveCommunications,,
ECE 462,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864238,19.0,25.0,6.0,Design of Very Large-Scale Integrated (VLSI)Systems,,
ECE 470,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864295,79.0,90.0,11.0,Principles ofBlockchains,,
ECE 481,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864348,39.0,50.0,11.0,Principles of PowerElectronics,,
ECE 497,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864402,60.0,60.0,0.0,Senior IndependentWork,,Closed
ECE 511,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864452,10.0,30.0,20.0,Quantum Mechanics withApplications,,
ECE 514,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864529,9.0,10.0,1.0,Extramural ResearchInternship,,
ECE 518,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864581,17.0,38.0,21.0,Selected Topics in Computer Engineering and Information Sciences andSystems,,
ECE 519,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864633,15.0,35.0,20.0,Selected Topics in Solid-State Electronics: Advanced Topics in Electronic and Optoelectronic Materials andDevices,,
ECE 535,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864687,35.0,65.0,30.0,Machine Learning and PatternRecognition,,
ECE 538B,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864741,16.0,55.0,39.0,Special Topics in Information Sciences and Systems: Theory of Deep Weakly SupervisedLearning,,
ECE 539,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864793,22.0,50.0,28.0,Special Topics in Data and Information Science: Optimization for MachineLearning,,
ECE 539B,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864846,11.0,30.0,19.0,Special Topics in Information Sciences and Systems: Security and Performance Challenges in NetworkedSystems,,
ECE 540,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864900,11.0,30.0,19.0,Organic Materials for Photonics &Electronics,,
ECE 547B,ECE,1252,24-25 Fall,2025-08-01T17:12:00.864954,13.0,30.0,17.0,Selected Topics in Solid-State Electronics: Bio Sensing andDiagnostics,,
ECE 550,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865007,14.0,20.0,6.0,Laser Spectroscopy: New Technologies andApplications,,
ECE 552,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865060,0.0,0.0,0.0,Advanced Microscopy and Image Processing for LivingSystems,,Canceled
ECE 554,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865113,10.0,20.0,10.0,NonlinearOptics,,
ECE 558,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865166,8.0,50.0,42.0,Photonics and LightwaveCommunications,,
ECE 562,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865218,3.0,12.0,9.0,Design of Very Large-Scale Integrated (VLSI)Systems,,
ECE 568,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865271,23.0,35.0,12.0,Implementations of QuantumInformation,,
ECE 574,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865323,10.0,20.0,10.0,Security and Privacy in Computing andCommunications,,
ECE 582,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865377,11.0,30.0,19.0,Wireless and High Speed Integrated Circuits andSystems,,
ECE 584,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865431,10.0,25.0,15.0,Advanced WirelessSystems,,
ECE 597,ECE,1252,24-25 Fall,2025-08-01T17:12:00.865484,4.0,12.0,8.0,Electrical Engineering Graduate ProjectCourse,,
ECO 100,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865535,316.0,325.0,9.0,Introduction toMicroeconomics,SA,
ECO 101,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865590,162.0,250.0,88.0,Introduction toMacroeconomics,SA,
ECO 102,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865644,158.0,300.0,142.0,Introduction to PersonalFinance,QCR or SA,
ECO 202,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865697,128.0,180.0,52.0,Statistics and Data Analysis forEconomics,QCR,
ECO 300,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865751,162.0,175.0,13.0,MicroeconomicTheory,SA,
ECO 301,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865804,30.0,45.0,15.0,Macroeconomics,SA,
ECO 302,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865859,118.0,150.0,32.0,Econometrics,QCR,
ECO 310,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865912,81.0,150.0,69.0,Microeconomic Theory: A MathematicalApproach,SA,
ECO 312,ECO,1252,24-25 Fall,2025-08-01T17:12:00.865967,14.0,120.0,106.0,Econometrics: A MathematicalApproach,QCR,
ECO 316,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866021,116.0,120.0,4.0,Economic Lessons from the World ofSports,SA,
ECO 317,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866074,22.0,30.0,8.0,The Economics ofUncertainty,SA,
ECO 321,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866128,5.0,30.0,25.0,Firm Competition andStrategy,SA,
ECO 324,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866181,0.0,0.0,0.0,Law andEconomics,SA,Canceled
ECO 326,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866235,34.0,60.0,26.0,Economics of the Internet and Artificial Intelligence: The DigitalRevolution,SA,
ECO 342,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866290,45.0,100.0,55.0,Money andBanking,SA,
ECO 362,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866344,175.0,300.0,125.0,FinancialInvestments,SA,
ECO 372,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866399,32.0,40.0,8.0,Economics ofEurope,SA,
ECO 416,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866452,5.0,40.0,35.0,Fintech,,
ECO 418,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866503,6.0,60.0,54.0,Strategy andInformation,SA,
ECO 462,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866558,13.0,35.0,22.0,Portfolio Theory and AssetManagement,SA,
ECO 491,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866612,9.0,25.0,16.0,Financial RiskManagement,,
ECO 494,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866665,28.0,40.0,12.0,Chinese Financial and MonetarySystems,SA,
ECO 501,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866718,26.0,35.0,9.0,Microeconomic TheoryI,,
ECO 503,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866771,25.0,35.0,10.0,Macroeconomic TheoryI,,
ECO 506,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866823,6.0,15.0,9.0,Directed Research I(Half-Term),,
ECO 506,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866875,11.0,15.0,4.0,Directed Research I(Half-Term),,
ECO 506,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866929,12.0,15.0,3.0,Directed Research I(Half-Term),,
ECO 509,ECO,1252,24-25 Fall,2025-08-01T17:12:00.866981,6.0,30.0,24.0,ExperimentalEconomics,,
ECO 511,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867033,5.0,20.0,15.0,Advanced Economic TheoryI,,
ECO 513,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867087,9.0,25.0,16.0,Advanced Econometrics: Time SeriesModels,,
ECO 517,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867140,26.0,35.0,9.0,Econometric TheoryI,,
ECO 519,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867193,0.0,0.0,0.0,Advanced Econometrics: NonlinearModels,,Canceled
ECO 520,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867244,6.0,18.0,12.0,Economics andPolitics,,
ECO 521,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867296,22.0,30.0,8.0,Advanced Macroeconomic TheoryI,,
ECO 523,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867349,12.0,23.0,11.0,Public FinanceI,,
ECO 525,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867401,6.0,25.0,19.0,AssetPricing,,
ECO 528,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867454,18.0,20.0,2.0,Macroeconomic Perspectives onInequality,,
ECO 529,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867507,14.0,24.0,10.0,Financial and MonetaryEconomics,,
ECO 531,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867559,12.0,25.0,13.0,Economics ofLabor,,
ECO 539A,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867612,3.0,40.0,37.0,Empirical Approaches in Microeconomics: Program Evaluation and Research Design(Half-Term),,
ECO 541,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867665,16.0,25.0,9.0,Industrial Organization and PublicPolicy,,
ECO 551,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867718,14.0,20.0,6.0,International TradeI,,
ECO 562,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867779,5.0,15.0,10.0,Economic DevelopmentI,,
ECO 581A,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867832,6.0,25.0,19.0,Microeconomics TheoryWorkshop,,
ECO 581B,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867885,10.0,25.0,15.0,Industrial OrganizationWorkshop,,
ECO 581C,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867937,11.0,25.0,14.0,Macroeconomics/International FinanceWorkshop,,
ECO 581D,ECO,1252,24-25 Fall,2025-08-01T17:12:00.867993,18.0,25.0,7.0,Labor Economics/Industrial RelationsSeminar,,
ECO 581E,ECO,1252,24-25 Fall,2025-08-01T17:12:00.868061,3.0,25.0,22.0,Research Program in DevelopmentEconomics,,
ECO 581F,ECO,1252,24-25 Fall,2025-08-01T17:12:00.868113,5.0,25.0,20.0,TradeWorkshop,,
ECO 581G,ECO,1252,24-25 Fall,2025-08-01T17:12:00.868165,2.0,25.0,23.0,Econometric ResearchSeminar,,
ECO 581H,ECO,1252,24-25 Fall,2025-08-01T17:12:00.868218,7.0,25.0,18.0,Civitas Foundation FinanceSeminar,,
ECO 581J,ECO,1252,24-25 Fall,2025-08-01T17:12:00.868271,4.0,25.0,21.0,Behavioral EconomicsWorkshop,,
ECO 581K,ECO,1252,24-25 Fall,2025-08-01T17:12:00.868323,0.0,0.0,0.0,Political EconomyWorkshop,,Canceled
ECS 362,ECS,1252,24-25 Fall,2025-08-01T17:12:00.868377,15.0,15.0,0.0,Opera: Culture andPolitics,LA,Closed
ECS 489,ECS,1252,24-25 Fall,2025-08-01T17:12:26.956996,15.0,15.0,0.0,Environmental Film Studies: Research FilmStudio,LA,Closed
EEB 211,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957068,168.0,210.0,42.0,Life on Earth: Mechanisms of Change inNature,SEL,
EEB 308,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957127,19.0,25.0,6.0,ConservationBiology,SEN,
EEB 309,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957183,36.0,,,EvolutionaryBiology,,
EEB 317,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957239,34.0,25.0,-9.0,"Ecology of Fields, Rivers, andWoodlands",SEL,Closed
EEB 321,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957295,50.0,80.0,30.0,"Ecology: Species Interactions, Biodiversity andSociety",SEL,
EEB 325,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957351,22.0,25.0,3.0,Mathematical Modeling in Biology andMedicine,,
EEB 327,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957405,53.0,64.0,11.0,Immune Systems: From Molecules toPopulations,SEN,
EEB 329,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957460,22.0,35.0,13.0,SensoryEcology,,
EEB 330,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957514,19.0,30.0,11.0,Programming forBiology,QCR,
EEB 417A,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957568,10.0,12.0,2.0,"Ecosystems, Climate Change and GlobalFood",SEN,
EEB 504,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957623,18.0,25.0,7.0,"Fundamental Concepts in Ecology, Evolution, and BehaviorII",,
EEB 506,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957677,17.0,28.0,11.0,Responsible Conduct in Research(Half-Term),,
EEB 507,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957731,11.0,12.0,1.0,Recent Research in PopulationBiology,,
EEB 522,EEB,1252,24-25 Fall,2025-08-01T17:12:26.957786,17.0,100.0,83.0,Colloquium on the Biology ofPopulations,,
EGR 151,EGR,1252,24-25 Fall,2025-08-01T17:12:26.957841,119.0,120.0,1.0,"Foundations of Engineering: Mechanics, Energy, andWaves",SEL,
EGR 151,EGR,1252,24-25 Fall,2025-08-01T17:12:26.957899,87.0,100.0,13.0,"Foundations of Engineering: Mechanics, Energy, andWaves",SEL,
EGR 152,EGR,1252,24-25 Fall,2025-08-01T17:12:26.957957,128.0,150.0,22.0,Foundations of Engineering: The Mathematics of Shape andMotion,QCR,
EGR 156,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958012,101.0,110.0,9.0,Foundations of Engineering: MultivariableCalculus,QCR,
EGR 200,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958066,13.0,20.0,7.0,"Creativity, Innovation, andDesign",,
EGR 200,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958125,7.0,20.0,13.0,"Creativity, Innovation, andDesign",,
EGR 201,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958183,57.0,60.0,3.0,Creating Value: Introduction toEntrepreneurship,,
EGR 340,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958237,3.0,30.0,27.0,TigerChallenge: Human-Centered Design for Social Impact (Year-LongCourse),,
EGR 360,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958291,49.0,50.0,1.0,Policy Entrepreneurship for the 21stCentury,,
EGR 361,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958345,7.0,20.0,13.0,The Reclamation Studio: Humanistic Design applied to SystemicBias,SA,
EGR 380,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958400,14.0,20.0,6.0,eLab: Creating Value in the Real World (Year-LongCourse),,
EGR 383,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958455,0.0,0.0,0.0,Design Research and HumanisticInnovation,EM,Canceled
EGR 395,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958513,47.0,55.0,8.0,Venture Capital and Finance ofInnovation,,
EGR 491,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958567,22.0,20.0,-2.0,High-TechEntrepreneurship,,Closed
EGR 491,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958622,19.0,20.0,1.0,High-TechEntrepreneurship,,
EGR 494,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958676,32.0,35.0,3.0,Leadership Development forBusiness,,
EGR 495,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958731,11.0,30.0,19.0,Special Topics in Entrepreneurship: At The Root: Radical Sustainability andDesign,,
EGR 497,EGR,1252,24-25 Fall,2025-08-01T17:12:26.958785,24.0,25.0,1.0,EntrepreneurialLeadership,,
ENE 449,ENE,1252,24-25 Fall,2025-08-01T17:12:26.958839,9.0,20.0,11.0,Integrated Assessment Modeling for Climate PolicyMaking,SA,
ENE 549,ENE,1252,24-25 Fall,2025-08-01T17:12:26.958895,11.0,15.0,4.0,Integrated Assessment Modeling for Climate PolicyMaking,,
ENG 201,ENG,1252,24-25 Fall,2025-08-01T17:12:26.958949,10.0,12.0,2.0,American LiteraryHistory,LA,
ENG 204,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959003,9.0,15.0,6.0,Historical Fiction / FictionalHistory,LA,
ENG 218,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959058,11.0,12.0,1.0,NicePeople,CD or LA,
ENG 275,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959114,354.0,360.0,6.0,AmericanTelevision,LA,
ENG 279,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959168,33.0,120.0,87.0,Shakespeare at theMovies,LA,
ENG 291,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959223,14.0,12.0,-2.0,AsianMothers,CD or LA,Closed
ENG 295,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959279,14.0,14.0,0.0,The Art ofLoving,LA,Closed
ENG 300,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959333,12.0,10.0,-2.0,Junior Seminar in CriticalWriting,,Closed
ENG 300,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959389,10.0,10.0,0.0,Junior Seminar in CriticalWriting,,Closed
ENG 300,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959444,7.0,10.0,3.0,Junior Seminar in CriticalWriting,,
ENG 300,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959498,5.0,10.0,5.0,Junior Seminar in CriticalWriting,,
ENG 306,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959552,11.0,15.0,4.0,History ofCriticism,LA,
ENG 309,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959607,22.0,36.0,14.0,Graphic Narrative and the ComicsMedium,LA,
ENG 312,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959664,6.0,12.0,6.0,Chaucer,LA,
ENG 315,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959716,15.0,15.0,0.0,Worlds Made with Words: Old English Poems thatPerform,HA or LA,Closed
ENG 318,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959771,26.0,36.0,10.0,Shakespeare: TowardHamlet,LA,
ENG 340,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959827,7.0,15.0,8.0,"Topics in American Literature: Cather, Faulkner,Morrison",LA,
ENG 345,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959883,67.0,90.0,23.0,19th-CenturyFiction,LA,
ENG 383,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959937,9.0,18.0,9.0,Topics in Women's Writing: Early Women'sWriting,CD or LA,
ENG 387,ENG,1252,24-25 Fall,2025-08-01T17:12:26.959992,11.0,12.0,1.0,Phenomenology,EC or LA,
ENG 388,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960044,5.0,15.0,10.0,Topics in Critical Theory: FrantzFanon,LA,
ENG 401,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960099,14.0,15.0,1.0,Forms of Literature: American ShortStories,LA,Closed
ENG 402,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960153,0.0,0.0,0.0,Forms of Literature: Inventing theNovel,LA,Canceled
ENG 403,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960208,17.0,25.0,8.0,Forms of Literature: Gothic: HauntedForm,LA,
ENG 404,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960263,4.0,20.0,16.0,"Forms of Literature: Short Forms: Fables, Tales,Aphorisms",LA,
ENG 405,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960318,16.0,30.0,14.0,Topics in Poetry: Modern IrishPoetry,LA,
ENG 406,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960372,7.0,12.0,5.0,MagicalRealism,LA,
ENG 441,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960426,15.0,15.0,0.0,"A New Eve: Women, Myth, andPower",LA,Closed
ENG 523,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960487,6.0,12.0,6.0,"Renaissance Drama: Early Modern Tragedy, MainlyShakespearean",,
ENG 532,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960545,16.0,10.0,-6.0,Early 17th Century: Spinoza andSpinozism,,Closed
ENG 543,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960603,9.0,12.0,3.0,The 18th Century: The Rise of the British Empire in Eighteenth-CenturyLiterature,,
ENG 563,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960656,11.0,12.0,1.0,Poetics: Doing Poetry: Feminist Poetics andTranslation,,
ENG 567,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960711,8.0,15.0,7.0,"Special Studies in Modernism: Steal This Seminar: Pirates and Copyrights in Lit, Law, andCulture",,
ENG 573,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960764,11.0,12.0,1.0,Problems in Literary Study: PostcolonialHeterotopias,,
ENG 574,ENG,1252,24-25 Fall,2025-08-01T17:12:26.960818,10.0,12.0,2.0,Literature and Society: Global Perspectives on EnvironmentalJustice,,
ENV 208,ENV,1252,24-25 Fall,2025-08-01T17:12:26.960871,6.0,14.0,8.0,What Does the Environment LookLike?,LA,
ENV 210A,ENV,1252,24-25 Fall,2025-08-01T17:12:26.960925,6.0,60.0,54.0,Scientific Foundations of the EnvironmentalNexus,SEN,
ENV 210B,ENV,1252,24-25 Fall,2025-08-01T17:12:26.960981,11.0,60.0,49.0,Scientific Foundations of the EnvironmentalNexus,SEL,
ENV 251,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961035,13.0,14.0,1.0,"Coming to Our Senses: Climate Justice - Climate Change in Film, Photography and PopularCulture",EM,
ENV 271,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961090,7.0,12.0,5.0,Climate Storytelling for ClimateAction,LA,
ENV 302,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961144,0.0,0.0,0.0,Practical Models for EnvironmentalSystems,QCR,Canceled
ENV 304,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961198,20.0,35.0,15.0,"Disease Ecology, Economics, andPolicy",SEN,
ENV 307,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961253,15.0,15.0,0.0,Systems Approaches toConservation,SA,Closed
ENV 310,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961307,0.0,0.0,0.0,Environmental Law and MootCourt,SA,Canceled
ENV 354,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961361,26.0,42.0,16.0,Climate and Weather: Order in theChaos,SEN,
ENV 357,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961416,8.0,14.0,6.0,"Empire of the Ark: Animals and Environments in Film, Photography and PopularCulture",EC,
ENV 389,ENV,1252,24-25 Fall,2025-08-01T17:12:26.961470,18.0,20.0,2.0,Just Transitions and ClimateFutures,EM or SA,
EPS 302,EPS,1252,24-25 Fall,2025-08-01T17:12:26.961524,2.0,20.0,18.0,Landmarks of EuropeanIdentity,HA,
FIN 501,FIN,1252,24-25 Fall,2025-08-01T17:12:26.961579,35.0,40.0,5.0,Asset Pricing I: Pricing Models andDerivatives,,
FIN 515,FIN,1252,24-25 Fall,2025-08-01T17:12:26.961632,14.0,35.0,21.0,Portfolio Theory and AssetManagement,,
FIN 516,FIN,1252,24-25 Fall,2025-08-01T17:12:26.961686,9.0,20.0,11.0,Topics in Finance:FINTECH,,
FIN 522,FIN,1252,24-25 Fall,2025-08-01T17:12:26.961739,37.0,45.0,8.0,Financial Derivatives andCurrencies,,
